iter	Passed	Remaining
985	1655	1702
986	1657	1700
987	1658	1699
988	1660	1697
989	1661	1695
990	1662	1693
991	1664	1691
992	1665	1689
993	1666	1686
994	1668	1684
995	1669	1683
996	1671	1681
997	1673	1680
998	1675	1678
999	1676	1676
1000	1678	1674
1001	1679	1672
1002	1680	1670
1003	1682	1668
1004	1683	1666
1005	1685	1665
1006	1686	1663
1007	1688	1661
1008	1690	1660
1009	1691	1658
1010	1693	1656
1011	1694	1654
1012	1696	1652
1013	1697	1650
1014	1699	1648
1015	1700	1647
1016	1702	1645
1017	1704	1644
1018	1707	1643
1019	1708	1641
1020	1709	1639
1021	1711	1637
1022	1712	1635
1023	1713	1633
1024	1715	1631
1025	1716	1629
1026	1718	1628
1027	1719	1626
1028	1721	1624
1029	1723	1623
1030	1725	1621
1031	1726	1619
1032	1727	1617
1033	1729	1615
1034	1730	1613
1035	1731	1611
1036	1733	1609
1037	1734	1607
1038	1736	1606
1039	1738	1604
1040	1739	1602
1041	1740	1600
1042	1741	1598
1043	1743	1596
1044	1744	1594
1045	1746	1592
1046	1747	1590
1047	1748	1588
1048	1750	1586
1049	1751	1584
1050	1753	1583
1051	1754	1581
1052	1756	1579
1053	1757	1577
1054	1758	1575
1055	1760	1573
1056	1761	1571
1057	1763	1569
1058	1764	1567
1059	1765	1565
1060	1767	1564
1061	1769	1562
1062	1771	1561
1063	1772	1559
1064	1773	1557
1065	1774	1555
1066	1776	1553
1067	1777	1551
1068	1779	1549
1069	1780	1547
1070	1782	1545
1071	1784	1544
1072	1785	1542
1073	1787	1540
1074	1788	1538
1075	1789	1536
1076	1790	1534
1077	1792	1532
1078	1793	1531
1079	1795	1529
1080	1796	1527
1081	1797	1525
1082	1799	1523
1083	1801	1522
1084	1802	1520
1085	1803	1518
1086	1805	1516
1087	1806	1514
1088	1807	1512
1089	1809	1510
1090	1810	1508
1091	1811	1506
1092	1813	1504
1093	1815	1503
1094	1816	1501
1095	1818	1499
1096	1819	1497
1097	1820	1495
1098	1822	1493
1099	1823	1492
1100	1824	1490
1101	1826	1488
1102	1828	1486
1103	1830	1485
1104	1831	1483
1105	1833	1481
1106	1834	1479
1107	1835	1477
1108	1836	1475
1109	1838	1473
1110	1839	1472
1111	1841	1470
1112	1842	1468
1113	1843	1466
1114	1845	1464
1115	1847	1463
1116	1848	1461
1117	1850	1459
1118	1851	1457
1119	1852	1455
1120	1854	1453
1121	1855	1452
1122	1857	1450
1123	1858	1448
1124	1859	1446
1125	1862	1445
1126	1863	1443
1127	1864	1441
1128	1866	1439
1129	1867	1437
1130	1868	1436
1131	1870	1434
1132	1871	1432
1133	1873	1430
1134	1874	1428
1135	1876	1427
1136	1878	1425
1137	1879	1423
1138	1881	1422
1139	1882	1420
1140	1883	1418
1141	1885	1416
1142	1887	1415
1143	1889	1413
1144	1890	1411
1145	1892	1410
1146	1894	1408
1147	1895	1406
1148	1896	1404
1149	1897	1402
1150	1899	1401
1151	1901	1399
1152	1903	1398
1153	1904	1396
1154	1906	1395
1155	1909	1394
1156	1911	1392
1157	1913	1391
1158	1914	1389
1159	1915	1387
1160	1917	1385
1161	1918	1383
1162	1919	1381
1163	1921	1379
1164	1922	1378
1165	1924	1376
1166	1926	1375
1167	1927	1373
1168	1929	1371
1169	1930	1369
1170	1931	1367
1171	1933	1365
1172	1934	1364
1173	1935	1362
1174	1937	1360
1175	1939	1358
1176	1941	1357
1177	1942	1355
1178	1944	1353
1179	1945	1351
1180	1946	1350
1181	1948	1348
1182	1949	1346
1183	1950	1344
1184	1952	1342
1185	1955	1341
1186	1957	1340
1187	1960	1339
1188	1962	1338
1189	1965	1337
1190	1967	1336
1191	1969	1334
1192	1971	1333
1193	1973	1332
1194	1975	1331
1195	1977	1329
1196	1979	1327
1197	1981	1326
1198	1982	1324
1199	1984	1322
1200	1985	1320
1201	1987	1319
1202	1988	1317
1203	1989	1315
1204	1991	1313
1205	1992	1312
1206	1994	1310
1207	1995	1308
1208	1997	1306
1209	1998	1304
1210	2000	1303
1211	2001	1301
1212	2003	1299
1213	2004	1297
1214	2006	1296
1215	2007	1294
1216	2009	1292
1217	2010	1290
1218	2011	1289
1219	2013	1287
1220	2014	1285
1221	2016	1283
1222	2017	1281
1223	2018	1279
1224	2020	1278
1225	2022	1277
1226	2024	1275
1227	2025	1273
1228	2026	1271
1229	2028	1269
1230	2029	1267
1231	2030	1265
1232	2031	1263
1233	2033	1262
1234	2034	1260
1235	2036	1258
1236	2038	1257
1237	2039	1255
1238	2040	1253
1239	2042	1251
1240	2043	1249
1241	2044	1248
1242	2046	1246
1243	2047	1244
1244	2048	1242
1245	2050	1240
1246	2052	1239
1247	2054	1237
1248	2055	1236
1249	2057	1234
1250	2058	1232
1251	2059	1230
1252	2061	1228
1253	2062	1227
1254	2064	1225
1255	2065	1223
1256	2067	1222
1257	2069	1220
1258	2070	1218
1259	2072	1217
1260	2073	1215
1261	2075	1213
1262	2076	1211
1263	2077	1209
1264	2079	1208
1265	2080	1206
1266	2082	1204
1267	2085	1203
1268	2086	1202
1269	2088	1200
1270	2089	1198
1271	2091	1196
1272	2092	1194
1273	2093	1193
1274	2095	1191
1275	2096	1189
1276	2098	1188
1277	2100	1186
1278	2101	1184
1279	2103	1183
1280	2104	1181
1281	2105	1179
1282	2107	1177
1283	2108	1175
1284	2109	1173
1285	2111	1172
1286	2113	1170
1287	2116	1169
1288	2118	1168
1289	2119	1166
1290	2121	1164
1291	2122	1163
1292	2124	1161
1293	2125	1159
1294	2127	1158
1295	2129	1156
1296	2131	1155
1297	2133	1153
1298	2134	1151
1299	2135	1150
1300	2137	1148
1301	2138	1146
1302	2140	1144
1303	2141	1143
1304	2142	1141
1305	2144	1139
1306	2146	1138
1307	2147	1136
1308	2149	1134
1309	2150	1132
1310	2151	1130
1311	2153	1129
1312	2154	1127
1313	2155	1125
1314	2157	1123
1315	2158	1122
1316	2160	1120
1317	2162	1118
1318	2163	1117
1319	2165	1115
1320	2166	1113
1321	2167	1111
1322	2169	1110
1323	2170	1108
1324	2172	1106
1325	2173	1104
1326	2174	1102
1327	2176	1101
1328	2178	1099
1329	2179	1097
1330	2180	1096
1331	2182	1094
1332	2183	1092
1333	2185	1091
1334	2186	1089
1335	2188	1087
1336	2189	1085
1337	2191	1084
1338	2193	1082
1339	2194	1080
1340	2195	1079
1341	2197	1077
1342	2198	1075
1343	2199	1073
1344	2201	1072
1345	2203	1070
1346	2204	1068
1347	2205	1066
1348	2208	1065
1349	2209	1064
1350	2211	1062
1351	2212	1060
1352	2214	1058
1353	2215	1057
1354	2216	1055
1355	2218	1053
1356	2219	1051
1357	2221	1049
1358	2223	1048
1359	2224	1047
1360	2226	1045
1361	2227	1043
1362	2229	1041
1363	2230	1040
1364	2232	1038
1365	2233	1036
1366	2235	1035
1367	2237	1033
1368	2239	1032
1369	2240	1030
1370	2242	1028
1371	2244	1027
1372	2245	1025
1373	2247	1023
1374	2248	1022
1375	2249	1020
1376	2251	1018
1377	2252	1016
1378	2254	1015
1379	2256	1013
1380	2259	1012
1381	2260	1010
1382	2262	1009
1383	2263	1007
1384	2264	1005
1385	2266	1004
1386	2268	1002
1387	2270	1001
1388	2272	999
1389	2274	998
1390	2276	996
1391	2277	994
1392	2279	993
1393	2280	991
1394	2282	989
1395	2283	988
1396	2285	986
1397	2287	985
1398	2289	983
1399	2291	981
1400	2292	980
1401	2294	978
1402	2295	976
1403	2297	975
1404	2298	973
1405	2301	972
